topology,k,R,N,filename,n_valid,n_errored,patch_presence_correct,patch_presence_acc_pct,real_correct_present,real_correct_true,harness_acc_pct,harness_acc_evaluated_only_pct,acc_std_pct,acc_std_ci95_pct,mean_kJ_dynamic_std,mean_kJ_dynamic_std_ci95,n_std,mean_tokens_std,mean_completion_tokens_std,degraded_incomplete_run,acc_ci95_pct,mean_kJ_dynamic,mean_kJ_dynamic_ci95,total_kJ_dynamic,mean_kJ_gpu_total,mean_kJ_total_system,mean_kJ_inference,mean_kJ_coordination,mean_kJ_tool_exec,mean_wall_s,mean_wall_s_serial,mean_prompt_tokens,mean_completion_tokens,mean_tokens,mean_n_tool_calls,mean_n_llm_calls,mean_task_kv
centralized,1,2,3,Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl,50,0,0,0.0,0,0,0.0,,0.0,0.0,16.54646008140058,2.924759581475479,48,23774.083333333332,2960.4583333333335,False,0.0,16.501140505586626,2.8298649587796536,825.0570252793314,18.382217420000003,19.454212267902832,2.346945339347145,14.073132312528152,0.08106285371132768,70.0508184529096,84.68308422327041,21347.04,2950.74,24297.78,6.0,15.0,6834844.07
centralized,2,2,3,Qwen_Qwen3.5-9B_centralized_k2_R2.jsonl,50,0,1,2.0,1,1,2.0,100.0,2.083333333333333,4.083333333333333,15.861394523942737,2.7190165603456027,48,44117.333333333336,2759.5,False,3.92,15.759834860303583,2.614822244254397,787.9917430151792,17.609496359999998,18.726844164459894,4.865267962592939,10.753048564307766,0.1415183334028739,58.74354009501636,83.51975268155337,42105.7,2738.8,44844.5,12.0,21.0,6535552.52
centralized,3,2,3,Qwen_Qwen3.5-9B_centralized_k3_R2.jsonl,50,0,3,6.0,3,2,4.0,66.66666666666667,4.166666666666666,5.712942049048981,17.90936894344871,2.3328117272691675,48,73687.14583333333,3053.625,False,5.486857023834319,18.368247057180017,2.4540983968065073,918.4123528590009,20.62046149999999,22.179983213532193,7.275776587672028,10.877445996887346,0.21502447262064073,66.82410964082926,101.82385254770517,72133.4,3133.38,75266.78,18.0,27.0,8956076.05
centralized,5,2,3,Qwen_Qwen3.5-9B_centralized_k5_R2.jsonl,50,0,8,16.0,8,3,6.0,37.5,6.25,6.920425365108892,28.441055380543602,5.419168533289175,48,164455.16666666666,4794.875,False,6.649631568741234,28.681689187644487,5.284462962921917,1434.0844593822244,32.130785419999995,34.41166348018898,14.63292593422141,13.68753621153212,0.3612270418909595,95.41719529084861,156.02893161986023,162971.22,4830.4,167801.62,29.98,38.98,23434584.48
centralized,7,2,3,Qwen_Qwen3.5-9B_centralized_k7_R2.jsonl,50,0,14,28.0,12,5,10.0,41.666666666666664,10.416666666666668,8.733435858312177,42.18660464874166,6.141979062288852,48,270294,7180.291666666667,False,8.399999999999999,42.034981182843076,5.9080621331257905,2101.749059142154,47.07586483999999,50.50895715487279,22.33172125604624,19.168700616316354,0.5345593104804778,136.85616178810596,227.95579214755446,266282.0,7144.34,273426.34,41.86,50.86,44726293.41
centralized,10,2,3,Qwen_Qwen3.5-9B_centralized_k10_R2.jsonl,50,0,23,46.0,22,8,16.0,36.36363636363637,16.666666666666664,10.65469185987289,53.04135532040522,5.500300965221604,48,461209.1666666667,8938.791666666666,False,10.26496955670108,53.67203504216558,5.644013256853107,2683.601752108279,60.23934180000001,64.88274646636336,36.21729653517383,16.50644903389532,0.9482894730964472,161.79910790987313,296.947420934923,461824.42,9032.18,470856.6,59.86,68.86,68303881.69
centralized,15,2,3,Qwen_Qwen3.5-9B_centralized_k15_R2.jsonl,50,0,37,74.0,33,8,16.0,24.242424242424242,16.666666666666664,10.65469185987289,82.18336115434057,8.903711384092027,48,901755.75,13893.208333333334,False,10.26496955670108,82.50129363344526,8.674344867821588,4125.064681672263,92.37931531999998,98.98595497447019,61.23379789800545,19.94095849662061,1.326537238819208,232.51267306491732,446.54707094926385,899872.56,13929.16,913801.72,89.54,98.54,147006026.02
centralized,20,2,3,Qwen_Qwen3.5-9B_centralized_k20_R2.jsonl,50,0,36,72.0,32,11,22.0,34.375,22.916666666666664,12.016088259852202,112.79557145919357,11.512513623531163,48,1426986.8958333333,18785.875,False,11.598896499236469,113.7289309851027,11.457474902459921,5686.446549255135,127.67379776,136.96498225714174,90.4130989934091,21.401299882292857,1.9145321094007277,314.3044232499227,630.0500502416864,1428375.44,18861.46,1447236.9,118.4,127.4,253973402.23
centralized,30,2,3,Qwen_Qwen3.5-9B_centralized_k30_R2.jsonl,50,0,45,90.0,42,11,22.0,26.19047619047619,22.916666666666664,12.016088259852202,196.98164737448155,18.100137895732107,48,2683588.125,30996.020833333332,False,11.598896499236469,199.94459605061914,18.12353484891135,9997.229802530957,225.77757549999998,242.77404104652396,172.84012273366014,22.504519976420724,4.599953340538291,569.2929836847261,1162.1385270842538,2713050.68,31261.72,2744312.4,168.2,177.18,596819409.84
centralized,50,2,3,Qwen_Qwen3.5-9B_centralized_k50_R2.jsonl,50,2,48,96.0,41,11,22.0,26.829268292682926,22.916666666666664,12.016088259852202,368.4500062609262,46.03347027201768,48,5070806.854166667,51693.5,False,12.016088259852202,368.4500062609263,46.03347027201768,17685.60030052446,413.1151769374999,421.85054876608115,339.8821433665249,20.675697086754784,7.8921658076465055,995.4428816391155,2009.1693727175782,5019113.354166667,51693.5,5070806.854166667,239.97916666666666,248.97916666666666,1295554065.4375
